Name	Link	Latitude	Longitude	Company	Funder	Incubator/accelerator	University/RTO	Sector 1	Sector 2	Sector 3	Sector 4	Sector 5	Sector 6	Sector 7	Sector 8	Sector 9	Sector 10	Sector 11
Imperial Innovations	imperialinnovations.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Illuminate Financial	illuminatefinancial.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MPGI	mpgi.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Atomico	atomico.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxx	oxx.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ProVen VCT	provenvcts.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UK Innovation & Science Seed Fund	ukinnovationscienceseedfund.co.uk	51.599974	-1.290916	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Barclays Accelerator, powered by Techstars - London	techstars.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hg	hgcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fabric Ventures	fabric.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Breed Reply	breedreply.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mercia Fund Managers	merciatech.co.uk	52.290713	-1.780685	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Seraphim Capital	seraphimcapital.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Nesta Ventures	nesta.org.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Arix Bioscience	arixbioscience.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cambridge Innovation Capital	cicplc.co.uk	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Barclays	barclays.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitruvian Partners	vitruvianpartners.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel CoFund	angelcofund.co.uk	53.380663	-1.470228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JamJar Investments	jamjarinvestments.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NEON Adventures	neon.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Outward VC	outwardvc.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fuel Ventures	fuel.ventures	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Archangels	archangelsonline.com	55.953346	-3.188374	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSBC	hsbc.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Forward Partners	forwardpartners.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scottish Investment Bank	scottish-enterprise.com	55.861139	-4.250167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Luminous Ventures	luminous.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Outlier Ventures	outlierventures.io	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Daintree.VC	daintree.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpina Partners	alpinapartners.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eden Ventures	edenventures.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anthemis Group	anthemis.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TechItalia:Lab	techitalialab.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GMG Ventures	gmgventures.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Unilever Ventures	unileverventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sweet Capital	sweetcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Felix Capital	felixcap.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The FSE Group	thefsegroup.com	51.339285	-0.746098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Santander InnoVentures	santanderinnoventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
London Co-Investment Fund	lcif.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Techstars London Accelerator	techstars.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SyndicateRoom	syndicateroom.com	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Albion Capital Group	albion.capital	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Startupbootcamp IoT London	startupbootcamp.org	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dementia Discovery Fund	theddfund.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Avonmore Developments	avonmoredevelopments.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angels in MedCity	angelsinmedcity.org.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UCLB	uclb.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dawn Capital	dawncapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxford Capital Partners	oxcp.com	51.752013	-1.25785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Permira Debt Managers	permiradebtmanagers.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Herald Ventures	heralduk.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MerianChrysalis	merian.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cambridge Capital Group	cambridgecapitalgroup.co.uk	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Insurtech Gateway	insurtechgateway.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Augmentum Fintech	augmentum.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Capability and Innovation Fund	bcr-ltd.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Firestartr	firestartr.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Falcon Capital	falcon-capital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Alta Berkeley Venture Partners	altaberkeley.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Catapult Ventures	catapult-ventures.com	52.63614	-1.133079	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pretiosum Ventures	pretiosum.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cambridge Angels group	cambridgeangels.com	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SBRI Healthcare	sbrihealthcare.co.uk	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenomen Ventures	phenomenvc.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Downing Ventures	downing.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Charlotte Street Capital	charlottestreetcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Samos Investments	samos.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gresham House Ventures	greshamhouseventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Royal Bank of Scotland	business.rbs.co.uk	55.953346	-3.188374	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Arts Alliance	artsalliance.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OGCI Climate Investments	oilandgasclimateinitiative.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fidelity International	fidelityinternational.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Midven	midven.com	52.47754	-1.894053	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hangar 51	hangar51.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RebelBio	rebelbio.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Development Bank of Wales	developmentbank.wales	51.481655	-3.179193	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NBGI Ventures	nbgipe.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Enso Ventures	ensoventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kindred Capital	kindredcapital.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC Group	cdcgroup.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Velo Partners	velopartners.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amadeus Capital Partners	amadeuscapital.com	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Foresight Group	foresightgroup.eu	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LVL1 Group	lvl1group.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTI	mtiventures.com	50.889426	0.324759	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Touchstone Innovations	touchstoneinnovations.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingsway Capital	kingswaycap.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Old College Capital	oldcollegecapital.com	55.953346	-3.188374	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kennet Partners	kennet.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IP Group Plc	ipgroupplc.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Craigie Capital	craigiecapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Stride.VC	stride.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Initial Capital	initialcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EC1 Capital	ec1capital.com	51.110344	-0.180109	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sussex Place Ventures	spventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Octopus Ventures	octopusventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Walking Ventures	walking.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Tech Trust	socialtechtrust.org	51.752013	-1.25785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WebStart Bristol	webstartbristol.com	51.453802	-2.597299	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitch@Palace	pitchatpalace.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
University of Cambridge Enterprise	enterprise.cam.ac.uk	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haatch	haatch.com	52.652055	-0.480436	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NJF Capital	njfcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AI Seed	aiseed.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Collider	collider.io	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Columbia Lake Partners	clpgrowth.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Balderton Capital	balderton.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Artemis	artemisonline.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fair By Design Fund	fairbydesignfund.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Playfair Capital	playfaircapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wheatsheaf Group	wheatsheafgroup.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Talis Capital	taliscapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Giant Ventures	giant.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRICAPITAL	tricapital.co.uk	55.597594	-2.719968	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
R/GA IoT Venture Studio UK	rgaiot.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clydesdale Bank	secure.cbonline.co.uk	55.861139	-4.250167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m8 Capital	m8capital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C5 Capital	c5capital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Serious Change	seriouschange.org.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Inventages Venture Capital Investment Inc.	inventages.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel Academe	angelacademe.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ECI Partners	ecipartners.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Entrepreneur First	joinef.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Livingbridge	livingbridge.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Guinness Asset Management	guinnessfunds.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Northzone	northzone.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel Investment Network	angelinvestmentnetwork.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WestBridge Capital	westbridgecapital.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CyLon	cylonlab.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Frontline Ventures	frontline.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Merseyside Special Investment Fund	msif.co.uk	53.407154	-2.991665	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Syncona Partners LLP	synconaltd.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IQ Capital	iqcapital.vc	52.203482	0.123582	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Start Capital	start-capital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TTP Ventures	ttpventures.com	52.081722	0.018662	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UK Research and Innovation	ukri.org	51.561368	-1.785685	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Co-FundNI	cofundni.com	54.596441	-5.930276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahren Innovation Capital	ahreninnovationcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Schroder Ventures	schroders.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LDC	ldc.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tech Nation Fintech	technation.io	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TLcom Capital Partners	tlcomcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Winton Ventures	winton.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eight Roads Ventures	eightroads.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc Ventures	blocventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Smedvig Capital	smedvigcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Northstar Ventures	northstarventures.co.uk	54.973847	-1.613157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Saffron Hill Ventures	saffronhill.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
University of Oxford	ox.ac.uk	51.752013	-1.25785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vision Capital	visioncapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Beacon Capital LLP	beaconcapital.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
European Bank for Reconstruction and Development	ebrd.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LGT Lightstone	lgtlightstone.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wellcome Trust	wellcome.ac.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
83North	83north.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Legal & General	legalandgeneral.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Calculus Capital	calculuscapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chivas Venture	chivas.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Data Pitch	datapitch.eu	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOST&Co	boostandco.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Worth Capital	worthcapital.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RLC Ventures	rlc.ventures	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Passion Capital	passioncapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Perscitus LLP	perscitusllp.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Renaissance Capital Partners	rcpinvest.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scottish Enterprise	scottish-enterprise.com	55.861139	-4.250167	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Praetura Ventures	praeturaventures.com	53.479489	-2.245115	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RElab	relab.tech	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anglia Capital Group	angliacapitalgroup.co.uk	52.628606	1.29227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkwalk Advisors	parkwalkadvisors.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Public	public.io	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LocalGlobe	localglobe.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusion IP	fusionip.co.uk	53.380663	-1.470228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phase4 Ventures	phase4ventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Braveheart Investment Group	braveheartgroup.co.uk	53.542939	-1.526413	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Firstminute Capital	firstminute.capital	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Triple Point Ventures	triplepoint.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Invest Northern Ireland	investni.com	54.596441	-5.930276	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Newable Private Investing	newable.co.uk	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Connect Ventures	connectventures.co	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spark Ventures	sparkventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Frog Capital	frogcapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Notion	notion.vc	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wild Blue Cohort	wildbluekc.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxford Sciences Innovation	oxfordsciencesinnovation.com	51.752013	-1.25785	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgin Group	virgin.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mosaic Ventures	mosaicventures.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SFC Capital	sfccapital.com	51.507322	-0.127647	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
